project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Semnan power station,GT5,gas_power_plant,Saman Semnan Power Plant Generating Company (Private JSC,Saman Semnan Power Plant Generating Company (Private JSC,Iran,construction,,183,,MW,point,35.638,53.477,,https://www.gem.wiki/Semnan_power_station,construction_plus
Semnan power station,ST1,gas_power_plant,Saman Semnan Power Plant Generating Company (Private JSC,Saman Semnan Power Plant Generating Company (Private JSC,Iran,pre-construction,,160,,MW,point,35.638,53.477,,https://www.gem.wiki/Semnan_power_station,pre-construction
Senboku Natural Gas power plant,1,gas_power_plant,Senboku Natural Gas Power Co,Osaka Gas Co Ltd,Japan,operating,2009,277,,MW,point,34.542,135.4,,https://www.gem.wiki/Senboku_Natural_Gas_power_plant,operating
Senboku Natural Gas power plant,2,gas_power_plant,Senboku Natural Gas Power Co,Osaka Gas Co Ltd,Japan,operating,2009,277,,MW,point,34.542,135.4,,https://www.gem.wiki/Senboku_Natural_Gas_power_plant,operating
Senboku Natural Gas power plant,3,gas_power_plant,Senboku Natural Gas Power Co,Osaka Gas Co Ltd,Japan,operating,2009,277.5,,MW,point,34.542,135.4,,https://www.gem.wiki/Senboku_Natural_Gas_power_plant,operating
Senboku Natural Gas power plant,4,gas_power_plant,Senboku Natural Gas Power Co,Osaka Gas Co Ltd,Japan,operating,2009,277.5,,MW,point,34.542,135.4,,https://www.gem.wiki/Senboku_Natural_Gas_power_plant,operating
Sendai power station,1,gas_power_plant,Kyushu Electric Power Co Inc,Kyushu Electric Power Co Inc,Japan,operating,1974,500,,MW,point,31.857,130.2,,https://www.gem.wiki/Sendai_power_station,operating
Sendai power station,2,gas_power_plant,Kyushu Electric Power Co Inc,Kyushu Electric Power Co Inc,Japan,operating,1974,500,,MW,point,31.857,130.2,,https://www.gem.wiki/Sendai_power_station,operating
Sendai thermal power station,4,gas_power_plant,Tohoku Electric Power Co Inc,Tohoku Electric Power Co Inc,Japan,operating,2010,468,,MW,point,38.317,141.07,,https://www.gem.wiki/Sendai_thermal_power_station,operating
Sengkang power station,1-1,gas_power_plant,PT Energi Sengkang,PT Energi Sengkang,Indonesia,operating,1997,135,,MW,point,-4.1759,120.07,,https://www.gem.wiki/Sengkang_power_station,operating
Sengkang power station,2-1,gas_power_plant,PT Energi Sengkang,PT Energi Sengkang,Indonesia,operating,2013,180,,MW,point,-4.1759,120.07,,https://www.gem.wiki/Sengkang_power_station,operating
Senipah power station,1,gas_power_plant,PT Kertanegara Energi Perkasa,Highland Strategic Holdings Pte Ltd [62.00%]; other [17.00%]; PT Toba Sejahtra [10.00%]; PT Aserra Capital [6.00%]; other [5.00%],Indonesia,operating,2017,117,,MW,point,-0.98764,117.14,,https://www.gem.wiki/Senipah_power_station,operating
Senoko power station,1,gas_power_plant,Senoko Energy Pte Ltd,ENGIE SA [30.00%]; Marubeni Corp [30.00%]; Kansai Electric Power Co [15.00%]; Kyushu Electric Power Co Inc [15.00%]; Japan Bank for International Cooperation [10.00%],Singapore,operating,1996,425,,MW,point,1.4655,103.8,,https://www.gem.wiki/Senoko_power_station,operating
Senoko power station,2,gas_power_plant,Senoko Energy Pte Ltd,ENGIE SA [30.00%]; Marubeni Corp [30.00%]; Kansai Electric Power Co [15.00%]; Kyushu Electric Power Co Inc [15.00%]; Japan Bank for International Cooperation [10.00%],Singapore,operating,1996,425,,MW,point,1.4655,103.8,,https://www.gem.wiki/Senoko_power_station,operating
Senoko power station,3,gas_power_plant,Senoko Energy Pte Ltd,ENGIE SA [30.00%]; Marubeni Corp [30.00%]; Kansai Electric Power Co [15.00%]; Kyushu Electric Power Co Inc [15.00%]; Japan Bank for International Cooperation [10.00%],Singapore,operating,2002,360,,MW,point,1.4655,103.8,,https://www.gem.wiki/Senoko_power_station,operating
Senoko power station,4,gas_power_plant,Senoko Energy Pte Ltd,ENGIE SA [30.00%]; Marubeni Corp [30.00%]; Kansai Electric Power Co [15.00%]; Kyushu Electric Power Co Inc [15.00%]; Japan Bank for International Cooperation [10.00%],Singapore,operating,2004,360,,MW,point,1.4655,103.8,,https://www.gem.wiki/Senoko_power_station,operating
Senoko power station,5,gas_power_plant,Senoko Energy Pte Ltd,ENGIE SA [30.00%]; Marubeni Corp [30.00%]; Kansai Electric Power Co [15.00%]; Kyushu Electric Power Co Inc [15.00%]; Japan Bank for International Cooperation [10.00%],Singapore,operating,2004,360,,MW,point,1.4655,103.8,,https://www.gem.wiki/Senoko_power_station,operating
Senoko power station,6,gas_power_plant,Senoko Energy Pte Ltd,ENGIE SA [30.00%]; Marubeni Corp [30.00%]; Kansai Electric Power Co [15.00%]; Kyushu Electric Power Co Inc [15.00%]; Japan Bank for International Cooperation [10.00%],Singapore,operating,2013,431,,MW,point,1.4655,103.8,,https://www.gem.wiki/Senoko_power_station,operating
Senoko power station,7,gas_power_plant,Senoko Energy Pte Ltd,ENGIE SA [30.00%]; Marubeni Corp [30.00%]; Kansai Electric Power Co [15.00%]; Kyushu Electric Power Co Inc [15.00%]; Japan Bank for International Cooperation [10.00%],Singapore,operating,2013,431,,MW,point,1.4655,103.8,,https://www.gem.wiki/Senoko_power_station,operating
Seoincheon KOWEPO power station,1,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoincheon KOWEPO power station,2,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoincheon KOWEPO power station,3,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoincheon KOWEPO power station,4,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoincheon KOWEPO power station,5,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoincheon KOWEPO power station,6,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoincheon KOWEPO power station,7,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoincheon KOWEPO power station,8,gas_power_plant,Korea Western Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1992,225,,MW,point,37.536,126.6,,https://www.gem.wiki/Seoincheon_KOWEPO_power_station,operating
Seoul power station,1,gas_power_plant,Korea Midland Power Co Ltd,Korea Electric Power Corp,South Korea,operating,2019,400,,MW,point,37.544,126.92,,https://www.gem.wiki/Seoul_power_station,operating
Seoul power station,2,gas_power_plant,Korea Midland Power Co Ltd,Korea Electric Power Corp,South Korea,operating,2019,400,,MW,point,37.544,126.92,,https://www.gem.wiki/Seoul_power_station,operating
Sepangar Bay Power Corporation (IPP) power station,1,gas_power_plant,Sepangar Bay Power Corp,Sepangar Bay Power Corp,Malaysia,operating,2006,113.8,,MW,point,6.0909,116.17,,https://www.gem.wiki/Sepangar_Bay_Power_Corporation_(IPP)_power_station,operating
"Shaanxi Long Men Iron and Steel Co., Ltd. power project",1,gas_power_plant,Shaanxi LONG MEN IRON&STEEL Co Ltd,Shaanxi Coal and Chemical Industry Co Ltd [95.90%]; other [4.10%],China,operating,2021,93,,MW,point,35.604,110.57,,"https://www.gem.wiki/Shaanxi_Long_Men_Iron_and_Steel_Co.,_Ltd._power_project",operating
Shahid Beheshti power station,GT1,gas_power_plant,Loshan Power Generation Management Co,Thermal Power Plants Holding Co,Iran,operating,1977,60,,MW,point,36.657,49.458,,https://www.gem.wiki/Shahid_Beheshti_power_station,operating
Shahid Beheshti power station,GT2,gas_power_plant,Loshan Power Generation Management Co,Thermal Power Plants Holding Co,Iran,operating,1977,60,,MW,point,36.657,49.458,,https://www.gem.wiki/Shahid_Beheshti_power_station,operating
Shahid Beheshti power station,ST1,gas_power_plant,Loshan Power Generation Management Co,Thermal Power Plants Holding Co,Iran,operating,1973,120,,MW,point,36.657,49.458,,https://www.gem.wiki/Shahid_Beheshti_power_station,operating
Shahid Beheshti power station,ST2,gas_power_plant,Loshan Power Generation Management Co,Thermal Power Plants Holding Co,Iran,operating,1973,120,,MW,point,36.657,49.458,,https://www.gem.wiki/Shahid_Beheshti_power_station,operating
Shahid Kaveh power station,GT1,gas_power_plant,Khorasan Regional Electric Co,Thermal Power Plants Holding Co,Iran,operating,2009,159,,MW,point,33.753,59.147,,https://www.gem.wiki/Shahid_Kaveh_power_station,operating
Shahid Kaveh power station,GT2,gas_power_plant,Khorasan Regional Electric Co,Thermal Power Plants Holding Co,Iran,operating,2009,159,,MW,point,33.753,59.147,,https://www.gem.wiki/Shahid_Kaveh_power_station,operating
Shahid Kaveh power station,GT3,gas_power_plant,Khorasan Regional Electric Co,Thermal Power Plants Holding Co,Iran,operating,2009,159,,MW,point,33.753,59.147,,https://www.gem.wiki/Shahid_Kaveh_power_station,operating
Shahid Kaveh power station,GT4,gas_power_plant,Khorasan Regional Electric Co,Thermal Power Plants Holding Co,Iran,operating,2009,159,,MW,point,33.753,59.147,,https://www.gem.wiki/Shahid_Kaveh_power_station,operating
Shahid Mofateh power station,1,gas_power_plant,Shahid Mofatteh Power Generation Co,Bakhtar Regional Electric Co,Iran,operating,1994,250,,MW,point,35.128,48.853,,https://www.gem.wiki/Shahid_Mofateh_power_station,operating
Shahid Mofateh power station,2,gas_power_plant,Shahid Mofatteh Power Generation Co,Bakhtar Regional Electric Co,Iran,operating,1994,250,,MW,point,35.128,48.853,,https://www.gem.wiki/Shahid_Mofateh_power_station,operating
Shahid Mofateh power station,3,gas_power_plant,Shahid Mofatteh Power Generation Co,Bakhtar Regional Electric Co,Iran,operating,1994,250,,MW,point,35.128,48.853,,https://www.gem.wiki/Shahid_Mofateh_power_station,operating
Shahid Mofateh power station,4,gas_power_plant,Shahid Mofatteh Power Generation Co,Bakhtar Regional Electric Co,Iran,operating,1994,250,,MW,point,35.128,48.853,,https://www.gem.wiki/Shahid_Mofateh_power_station,operating
Shahid Montazeri power station,1,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1984,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Montazeri power station,2,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1984,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Montazeri power station,3,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1985,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Montazeri power station,4,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1989,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Montazeri power station,5,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1998,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Montazeri power station,6,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1998,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Montazeri power station,7,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1999,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Montazeri power station,8,gas_power_plant,Shahid Mohammad Montazeri Power Generation Management Co,Persian Foulad (Steel) Co,Iran,operating,1999,200,,MW,point,32.797,51.495,,https://www.gem.wiki/Shahid_Montazeri_power_station,operating
Shahid Rajaee power station,1-1,gas_power_plant,Tehran Regional Electricity Co,Saba Power and Energy Group,Iran,operating,1992,250,,MW,point,36.157,50.292,,https://www.gem.wiki/Shahid_Rajaee_power_station,operating
Shahid Rajaee power station,1-2,gas_power_plant,Tehran Regional Electricity Co,Saba Power and Energy Group,Iran,operating,1993,250,,MW,point,36.157,50.292,,https://www.gem.wiki/Shahid_Rajaee_power_station,operating
Shahid Rajaee power station,1-3,gas_power_plant,Tehran Regional Electricity Co,Saba Power and Energy Group,Iran,operating,1993,250,,MW,point,36.157,50.292,,https://www.gem.wiki/Shahid_Rajaee_power_station,operating
Shahid Rajaee power station,1-4,gas_power_plant,Tehran Regional Electricity Co,Saba Power and Energy Group,Iran,operating,1994,250,,MW,point,36.157,50.292,,https://www.gem.wiki/Shahid_Rajaee_power_station,operating
Shahid Rajaee power station,2-1,gas_power_plant,Tehran Regional Electricity Co,Saba Power and Energy Group,Iran,operating,2001,348,,MW,point,36.157,50.292,,https://www.gem.wiki/Shahid_Rajaee_power_station,operating
Shahid Rajaee power station,2-2,gas_power_plant,Tehran Regional Electricity Co,Saba Power and Energy Group,Iran,operating,2001,348,,MW,point,36.157,50.292,,https://www.gem.wiki/Shahid_Rajaee_power_station,operating
Shahid Rajaee power station,2-3,gas_power_plant,Tehran Regional Electricity Co,Saba Power and Energy Group,Iran,operating,2001,348,,MW,point,36.157,50.292,,https://www.gem.wiki/Shahid_Rajaee_power_station,operating
Shahid Salimi power station,CC1,gas_power_plant,Mazandaran Regional Electric Co,Saba Power and Energy Group,Iran,operating,2006,435,,MW,point,36.838,53.259,,https://www.gem.wiki/Shahid_Salimi_power_station,operating
Shahid Salimi power station,CC2,gas_power_plant,Mazandaran Regional Electric Co,Saba Power and Energy Group,Iran,construction,2023,484,,MW,point,36.838,53.259,,https://www.gem.wiki/Shahid_Salimi_power_station,construction_plus
Shahid Salimi power station,ST1,gas_power_plant,Mazandaran Regional Electric Co,Saba Power and Energy Group,Iran,operating,1981,440,,MW,point,36.838,53.259,,https://www.gem.wiki/Shahid_Salimi_power_station,operating
Shahid Salimi power station,ST2,gas_power_plant,Mazandaran Regional Electric Co,Saba Power and Energy Group,Iran,operating,1981,440,,MW,point,36.838,53.259,,https://www.gem.wiki/Shahid_Salimi_power_station,operating
Shahid Salimi power station,ST3,gas_power_plant,Mazandaran Regional Electric Co,Saba Power and Energy Group,Iran,operating,1981,440,,MW,point,36.838,53.259,,https://www.gem.wiki/Shahid_Salimi_power_station,operating
Shahid Salimi power station,ST4,gas_power_plant,Mazandaran Regional Electric Co,Saba Power and Energy Group,Iran,operating,1981,440,,MW,point,36.838,53.259,,https://www.gem.wiki/Shahid_Salimi_power_station,operating
Shajibazar power station,1,gas_power_plant,Bangladesh Power Development Board,Bangladesh Power Development Board,Bangladesh,operating,2016,330,,MW,point,24.252,91.379,,https://www.gem.wiki/Shajibazar_power_station,operating
Shajibazar power station,2,gas_power_plant,Bangladesh Power Development Board,Bangladesh Power Development Board,Bangladesh,operating,2021,100,,MW,point,24.252,91.379,,https://www.gem.wiki/Shajibazar_power_station,operating
"ShanXi TongCai Industry and Trade Co., Ltd. power project",1,gas_power_plant,ShanXi TongCai Industry and Trade Co Ltd,Shanxi Jianbang Group Co Ltd [51.40%]; persons [48.60%],China,operating,2018,80,,MW,point,35.7,111.43,,"https://www.gem.wiki/ShanXi_TongCai_Industry_and_Trade_Co.,_Ltd._power_project",operating
"ShanXi TongCai Industry and Trade Co., Ltd. power project",2,gas_power_plant,ShanXi TongCai Industry and Trade Co Ltd,Shanxi Jianbang Group Co Ltd [51.40%]; persons [48.60%],China,operating,2021,93,,MW,point,35.7,111.43,,"https://www.gem.wiki/ShanXi_TongCai_Industry_and_Trade_Co.,_Ltd._power_project",operating
Shandong Fengyuan Gas Thermal power station,1,gas_power_plant,Shandong Fengyuan Gas Thermal Power Co Ltd,Kunlun Energy Co Ltd [40.00%]; other [30.40%]; Shandong Yizhou State Owned Assets Management Group Co Ltd [16.60%]; other [13.00%],China,construction,2024,200,,MW,point,34.773,117.57,,https://www.gem.wiki/Shandong_Fengyuan_Gas_Thermal_power_station,construction_plus
Shandong Fengyuan Gas Thermal power station,2,gas_power_plant,Shandong Fengyuan Gas Thermal Power Co Ltd,Kunlun Energy Co Ltd [40.00%]; other [30.40%]; Shandong Yizhou State Owned Assets Management Group Co Ltd [16.60%]; other [13.00%],China,construction,2024,200,,MW,point,34.773,117.57,,https://www.gem.wiki/Shandong_Fengyuan_Gas_Thermal_power_station,construction_plus
Shandong Huaneng Tai'an power station,1,gas_power_plant,Huaneng Shandong Power Co Ltd,Huaneng Power International Inc [80.00%]; China Huaneng Group [20.00%],China,pre-construction,2024,500,,MW,point,36.068,117.08,,https://www.gem.wiki/Shandong_Huaneng_Tai'an_power_station,pre-construction
Shandong Huaneng Tai'an power station,2,gas_power_plant,Huaneng Shandong Power Co Ltd,Huaneng Power International Inc [80.00%]; China Huaneng Group [20.00%],China,pre-construction,2024,500,,MW,point,36.068,117.08,,https://www.gem.wiki/Shandong_Huaneng_Tai'an_power_station,pre-construction
Shandong Iron & Steel Group Yongfeng Lingang Corp. Lingang Advanced Special Steel Industry Base power station,2-1,gas_power_plant,Shandong Iron & Steel Group Yongfeng Lingang Corp,Qihe Zhongxin Investment Co Ltd [47.20%]; Shandong Iron and Steel Group Co Ltd [28.40%]; Yongfeng Group Co Ltd [12.20%]; Shandong Guohui Investment Co Ltd [8.10%]; other [4.10%],China,pre-construction,,135,,MW,point,35.138,119.07,,https://www.gem.wiki/Shandong_Iron_&_Steel_Group_Yongfeng_Lingang_Corp._Lingang_Advanced_Special_Steel_Industry_Base_power_station,pre-construction
Shandong Iron & Steel Group Yongfeng Lingang Corp. Lingang Advanced Special Steel Industry Base power station,2-2,gas_power_plant,Shandong Iron & Steel Group Yongfeng Lingang Corp,Qihe Zhongxin Investment Co Ltd [47.20%]; Shandong Iron and Steel Group Co Ltd [28.40%]; Yongfeng Group Co Ltd [12.20%]; Shandong Guohui Investment Co Ltd [8.10%]; other [4.10%],China,pre-construction,,135,,MW,point,35.138,119.07,,https://www.gem.wiki/Shandong_Iron_&_Steel_Group_Yongfeng_Lingang_Corp._Lingang_Advanced_Special_Steel_Industry_Base_power_station,pre-construction
Shandong Qingdao Laixi Juneng power station,1,gas_power_plant,Qingdao Juneng Thermal Power Co Ltd,Forest Enterprise Management (Tianjin) Partnership LP [45.00%]; Beijing Zhizun Business Service Co Ltd [30.00%]; Qingdao Energy Group Co Ltd [25.00%],China,announced,,460,,MW,point,36.899,120.5,,https://www.gem.wiki/Shandong_Qingdao_Laixi_Juneng_power_station,proposed_plus
Shandong Qingdao Laixi Juneng power station,2,gas_power_plant,Qingdao Juneng Thermal Power Co Ltd,Forest Enterprise Management (Tianjin) Partnership LP [45.00%]; Beijing Zhizun Business Service Co Ltd [30.00%]; Qingdao Energy Group Co Ltd [25.00%],China,announced,,460,,MW,point,36.899,120.5,,https://www.gem.wiki/Shandong_Qingdao_Laixi_Juneng_power_station,proposed_plus
"Shangang Group Hanzhong Iron & Steel Co., Ltd. Gas Power Project",1,gas_power_plant,Shangang Group Hanzhong Iron& Steel Co Ltd,Shaanxi Coal and Chemical Industry Co Ltd [85.80%]; Hanzhong Investment Holding Group Co Ltd [8.90%]; other [5.30%],China,construction,,80,,MW,point,33.134,106.66,,"https://www.gem.wiki/Shangang_Group_Hanzhong_Iron_&_Steel_Co.,_Ltd._Gas_Power_Project",construction_plus
Shanghai Caojing Gas Thermal power station,1,gas_power_plant,Shanghai Caojing Thermal Power Co Ltd,Shanghai Electric Power Co Ltd [36.00%]; Sembcorp Industries Ltd [30.00%]; Shenergy Co Ltd [30.00%]; other [4.00%],China,operating,2005,330,,MW,point,30.763,121.41,,https://www.gem.wiki/Shanghai_Caojing_Gas_Thermal_power_station,operating
Shanghai Caojing Gas Thermal power station,2,gas_power_plant,Shanghai Caojing Thermal Power Co Ltd,Shanghai Electric Power Co Ltd [36.00%]; Sembcorp Industries Ltd [30.00%]; Shenergy Co Ltd [30.00%]; other [4.00%],China,operating,2005,328,,MW,point,30.763,121.41,,https://www.gem.wiki/Shanghai_Caojing_Gas_Thermal_power_station,operating
Shanghai Electric Power Luojing Gas power station,1,gas_power_plant,Luojing Gas Turbine Power Plant of Shanghai Electric Power Co Ltd,Shanghai Electric Power Co Ltd,China,operating,2015,200,,MW,point,31.467,121.38,,https://www.gem.wiki/Shanghai_Electric_Power_Luojing_Gas_power_station,operating
Shanghai Electric Power Luojing Gas power station,2,gas_power_plant,Luojing Gas Turbine Power Plant of Shanghai Electric Power Co Ltd,Shanghai Electric Power Co Ltd,China,operating,2015,200,,MW,point,31.467,121.38,,https://www.gem.wiki/Shanghai_Electric_Power_Luojing_Gas_power_station,operating
Shanghai Electric Power Minhang Gas power station,1,gas_power_plant,Shanghai Electric Power Co Ltd Minhang Power Plant,Shanghai Electric Power Co Ltd,China,operating,2021,468,,MW,point,30.991,121.38,,https://www.gem.wiki/Shanghai_Electric_Power_Minhang_Gas_power_station,operating
Shanghai Electric Power Minhang Gas power station,2,gas_power_plant,Shanghai Electric Power Co Ltd Minhang Power Plant,Shanghai Electric Power Co Ltd,China,operating,2022,745,,MW,point,30.991,121.38,,https://www.gem.wiki/Shanghai_Electric_Power_Minhang_Gas_power_station,operating
Shanghai Expansion power station,1,gas_power_plant,Shenneng Yangshan Liquefied Natural Gas Co Ltd,Shenergy (Group) Co Ltd [60.00%]; China National Offshore Oil Corp [20.00%]; Zhejiang Energy Group Co Ltd [18.00%]; other [2.00%],China,construction,2030,1600,,MW,point,30.633,122.08,,https://www.gem.wiki/Shanghai_Expansion_power_station,construction_plus
Shantou Gas Thermal power station,1,gas_power_plant,Shantou Special Economic Zone Gas Turbine Power Plant Co Ltd,Fengsheng Power (Group) Investment Co Ltd,China,construction,2024,460,,MW,point,23.42,116.73,,https://www.gem.wiki/Shantou_Gas_Thermal_power_station,construction_plus
Shantou Gas Thermal power station,2,gas_power_plant,Shantou Special Economic Zone Gas Turbine Power Plant Co Ltd,Fengsheng Power (Group) Investment Co Ltd,China,construction,2024,460,,MW,point,23.42,116.73,,https://www.gem.wiki/Shantou_Gas_Thermal_power_station,construction_plus
Shanwei Haifeng power station,1-1,gas_power_plant,Guangdong Energy Group Co Ltd,Guangdong Hengjian Investment Holding Co Ltd [76.00%]; China Huaneng Group [24.00%],China,pre-construction,2025,460,,MW,point,22.973,115.33,,https://www.gem.wiki/Shanwei_Haifeng_power_station,pre-construction
Shanwei Haifeng power station,1-2,gas_power_plant,Guangdong Energy Group Co Ltd,Guangdong Hengjian Investment Holding Co Ltd [76.00%]; China Huaneng Group [24.00%],China,pre-construction,2025,115,,MW,point,22.973,115.33,,https://www.gem.wiki/Shanwei_Haifeng_power_station,pre-construction
Shanwei Haifeng power station,2-1,gas_power_plant,Guangdong Energy Group Co Ltd,Guangdong Hengjian Investment Holding Co Ltd [76.00%]; China Huaneng Group [24.00%],China,pre-construction,,460,,MW,point,22.973,115.33,,https://www.gem.wiki/Shanwei_Haifeng_power_station,pre-construction
Shanwei Haifeng power station,2-2,gas_power_plant,Guangdong Energy Group Co Ltd,Guangdong Hengjian Investment Holding Co Ltd [76.00%]; China Huaneng Group [24.00%],China,pre-construction,,460,,MW,point,22.973,115.33,,https://www.gem.wiki/Shanwei_Haifeng_power_station,pre-construction
"Shanxi Dongfang Resources Development Group Co., Ltd. power project",1,gas_power_plant,Shanxi Dongfang Resources Development Group Co Ltd,Shanxi Dongfang Resources Development Group Co Ltd,China,pre-construction,,150,,MW,point,35.658,110.97,,"https://www.gem.wiki/Shanxi_Dongfang_Resources_Development_Group_Co.,_Ltd._power_project",pre-construction
"Shanxi Gaoyi Steel Co., Ltd. power project",1,gas_power_plant,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd,China,construction,2023,80,,MW,point,35.588,111.26,,"https://www.gem.wiki/Shanxi_Gaoyi_Steel_Co.,_Ltd._power_project",construction_plus
"Shanxi Hongda Iron and Steel Group Co., Ltd. power project",1,gas_power_plant,Shanxi HONGDA Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,China,operating,2022,100,,MW,point,35.702,110.79,,"https://www.gem.wiki/Shanxi_Hongda_Iron_and_Steel_Group_Co.,_Ltd._power_project",operating
Shanxi International Electricity Group Taiyuan Jiajie Gas Thermal power station,1,gas_power_plant,Shanxi International Power Group Co Ltd,Shanxi State-Owned Capital Investment and Operation Co Ltd [57.70%]; Jinneng Group Co Ltd [21.60%]; other [14.30%]; Jinneng Holding Group Co Ltd [6.40%],China,operating,2014,298,,MW,point,37.757,112.55,,https://www.gem.wiki/Shanxi_International_Electricity_Group_Taiyuan_Jiajie_Gas_Thermal_power_station,operating
Shanxi International Electricity Group Taiyuan Jiajie Gas Thermal power station,2,gas_power_plant,Shanxi International Power Group Co Ltd,Shanxi State-Owned Capital Investment and Operation Co Ltd [57.70%]; Jinneng Group Co Ltd [21.60%]; other [14.30%]; Jinneng Holding Group Co Ltd [6.40%],China,operating,2014,298,,MW,point,37.757,112.55,,https://www.gem.wiki/Shanxi_International_Electricity_Group_Taiyuan_Jiajie_Gas_Thermal_power_station,operating
Shanxi International Electricity Group Taiyuan Jiajie Gas Thermal power station,3,gas_power_plant,Shanxi International Power Group Co Ltd,Shanxi State-Owned Capital Investment and Operation Co Ltd [57.70%]; Jinneng Group Co Ltd [21.60%]; other [14.30%]; Jinneng Holding Group Co Ltd [6.40%],China,operating,2015,264,,MW,point,37.757,112.55,,https://www.gem.wiki/Shanxi_International_Electricity_Group_Taiyuan_Jiajie_Gas_Thermal_power_station,operating
"Shanxi Jingang Intelligent Manufacturing Technology Industrial Co., Ltd. power project",1-1,gas_power_plant,Shanxi JINGANG Intelligent Manufacturing Technology Industrial Co Ltd,Shanxi Jincheng Steel Holdings Group Co Ltd [59.90%]; persons [33.60%]; Fujian Yongshuo Investment Group Co Ltd [6.50%],China,operating,2020,100,,MW,point,35.661,112.88,,"https://www.gem.wiki/Shanxi_Jingang_Intelligent_Manufacturing_Technology_Industrial_Co.,_Ltd._power_project",operating
"Shanxi Jingang Intelligent Manufacturing Technology Industrial Co., Ltd. power project",2-1,gas_power_plant,Shanxi JINGANG Intelligent Manufacturing Technology Industrial Co Ltd,Shanxi Jincheng Steel Holdings Group Co Ltd [59.90%]; persons [33.60%]; Fujian Yongshuo Investment Group Co Ltd [6.50%],China,operating,2022,100,,MW,point,35.661,112.88,,"https://www.gem.wiki/Shanxi_Jingang_Intelligent_Manufacturing_Technology_Industrial_Co.,_Ltd._power_project",operating
"Shanxi Jingang Intelligent Manufacturing Technology Industrial Co., Ltd. power project",3-1,gas_power_plant,Shanxi JINGANG Intelligent Manufacturing Technology Industrial Co Ltd,Shanxi Jincheng Steel Holdings Group Co Ltd [59.90%]; persons [33.60%]; Fujian Yongshuo Investment Group Co Ltd [6.50%],China,operating,2022,100,,MW,point,35.661,112.88,,"https://www.gem.wiki/Shanxi_Jingang_Intelligent_Manufacturing_Technology_Industrial_Co.,_Ltd._power_project",operating
